GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Agi_UNC_244	A_32_P102445			HOMO_SAPIENS
Agi_UNC_244	A_24_P195041	gm117		HOMO_SAPIENS
Agi_UNC_244	A_23_P162845	SCEL	8796	HOMO_SAPIENS
Agi_UNC_244	A_32_P215142			HOMO_SAPIENS
Agi_UNC_244	A_24_P400830			HOMO_SAPIENS
Agi_UNC_244	A_23_P117275	MIPEP	4285	HOMO_SAPIENS
Agi_UNC_244	A_32_P122379	MST1	4485	HOMO_SAPIENS
Agi_UNC_244	A_32_P100409			HOMO_SAPIENS
Agi_UNC_244	A_24_P196390	MGC61550		HOMO_SAPIENS
Agi_UNC_244	A_23_P114222	RBBP7	5931	HOMO_SAPIENS
Agi_UNC_244	A_23_P108924	MOBK1B		HOMO_SAPIENS
Agi_UNC_244	A_23_P207370	G6PC	2538	HOMO_SAPIENS
Agi_UNC_244	A_23_P416306	RPL27A	619562	HOMO_SAPIENS
Agi_UNC_244	A_23_P156455	AP4S1	11154	HOMO_SAPIENS
Agi_UNC_244	A_24_P497526			HOMO_SAPIENS
Agi_UNC_244	A_23_P104439	MYPN	84665	HOMO_SAPIENS
Agi_UNC_244	A_24_P84415			HOMO_SAPIENS
Agi_UNC_244	A_23_P166119	POLR3F	10621	HOMO_SAPIENS
Agi_UNC_244	A_24_P474386			HOMO_SAPIENS
Agi_UNC_244	A_24_P255550			HOMO_SAPIENS
Agi_UNC_244	A_32_P167905			HOMO_SAPIENS
Agi_UNC_244	A_23_P352264	BCL2	596	HOMO_SAPIENS
Agi_UNC_244	A_24_P870357			HOMO_SAPIENS
Agi_UNC_244	A_32_P213329			HOMO_SAPIENS
Agi_UNC_244	A_24_P683908			HOMO_SAPIENS
Agi_UNC_244	A_23_P384045	CNIH3	149111	HOMO_SAPIENS
Agi_UNC_244	A_23_P143245	C20orf17		HOMO_SAPIENS
Agi_UNC_244	A_32_P165046	MYEF2	50804	HOMO_SAPIENS
Agi_UNC_244	A_24_P92846			HOMO_SAPIENS
Agi_UNC_244	A_32_P8603			HOMO_SAPIENS
Agi_UNC_244	A_24_P170401			HOMO_SAPIENS
Agi_UNC_244	A_24_P767971			HOMO_SAPIENS
Agi_UNC_244	A_23_P41426	SLC39A8	64116	HOMO_SAPIENS
Agi_UNC_244	A_23_P29037	IFNGR2	3460	HOMO_SAPIENS
Agi_UNC_244	A_23_P30263	IPO11	51194	HOMO_SAPIENS
Agi_UNC_244	A_23_P23644	USF1	7391	HOMO_SAPIENS
Agi_UNC_244	A_23_P13035	RBM4	100526737	HOMO_SAPIENS
Agi_UNC_244	A_32_P225091	KIAA1217	56243	HOMO_SAPIENS
Agi_UNC_244	A_32_P78281			HOMO_SAPIENS
Agi_UNC_244	A_23_P42177	HIST1H2BG	8344	HOMO_SAPIENS
Agi_UNC_244	A_32_P11596			HOMO_SAPIENS
Agi_UNC_244	A_23_P212350	CCR2	729230	HOMO_SAPIENS
Agi_UNC_244	A_32_P23146	SMAP-5		HOMO_SAPIENS
Agi_UNC_244	A_23_P417413	THEA		HOMO_SAPIENS
Agi_UNC_244	A_23_P106133	KTN1	3895	HOMO_SAPIENS
Agi_UNC_244	A_23_P206623	SCNN1G	6340	HOMO_SAPIENS
Agi_UNC_244	A_23_P325650	TRIM42	287015	HOMO_SAPIENS
Agi_UNC_244	A_32_P28628			HOMO_SAPIENS
Agi_UNC_244	A_32_P116482			HOMO_SAPIENS
Agi_UNC_244	A_24_P277856			HOMO_SAPIENS
Agi_UNC_244	A_24_P9322	HIST1H3I	8352	HOMO_SAPIENS
Agi_UNC_244	A_24_P260823	RAM2		HOMO_SAPIENS
Agi_UNC_244	A_32_P211360			HOMO_SAPIENS
Agi_UNC_244	A_32_P174218			HOMO_SAPIENS
Agi_UNC_244	A_23_P118905	TNFSF5IP1		HOMO_SAPIENS
Agi_UNC_244	A_24_P134471			HOMO_SAPIENS
Agi_UNC_244	A_32_P171314			HOMO_SAPIENS
Agi_UNC_244	A_23_P149035	EFNA3	1944	HOMO_SAPIENS
Agi_UNC_244	A_23_P35338	ZNF248	57209	HOMO_SAPIENS
Agi_UNC_244	A_23_P150020	DUSP5	1847	HOMO_SAPIENS
Agi_UNC_244	A_23_P390664			HOMO_SAPIENS
Agi_UNC_244	A_24_P86798	ITGA8	8516	HOMO_SAPIENS
Agi_UNC_244	A_24_P147238	A2BP1		HOMO_SAPIENS
Agi_UNC_244	A_24_P244471	RNF41	10193	HOMO_SAPIENS
Agi_UNC_244	A_23_P121504	C4orf8	8603	HOMO_SAPIENS
Agi_UNC_244	A_32_P100969			HOMO_SAPIENS
Agi_UNC_244	A_23_P100573	PSMB3	5691	HOMO_SAPIENS
Agi_UNC_244	A_23_P55937	FCGRT	2217	HOMO_SAPIENS
Agi_UNC_244	A_23_P395584	MGC34728		HOMO_SAPIENS
Agi_UNC_244	A_32_P81513			HOMO_SAPIENS
Agi_UNC_244	A_23_P112591	ADK	132	HOMO_SAPIENS
