GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Affy_microarray	HLA-DOA	HLA-DOA	3111	HOMO_SAPIENS
Affy_microarray	OR11L1	OR11L1	391189	HOMO_SAPIENS
Affy_microarray	UPK1B	UPK1B	7348	HOMO_SAPIENS
Affy_microarray	DNAJB4	DNAJB4	11080	HOMO_SAPIENS
Affy_microarray	UGT1A8	UGT1A8	54576	HOMO_SAPIENS
Affy_microarray	HIST1H4L	HIST1H4L	8360	HOMO_SAPIENS
Affy_microarray	PECR	PECR	55825	HOMO_SAPIENS
Affy_microarray	HSPA2	HSPA2	3306	HOMO_SAPIENS
Affy_microarray	WFIKKN1	WFIKKN1	117166	HOMO_SAPIENS
Affy_microarray	SERP1	SERP1	27230	HOMO_SAPIENS
Affy_microarray	SYDE2	SYDE2	84144	HOMO_SAPIENS
Affy_microarray	TACR2	TACR2	6865	HOMO_SAPIENS
Affy_microarray	NUP85	NUP85	79902	HOMO_SAPIENS
Affy_microarray	CD177	CD177		HOMO_SAPIENS
Affy_microarray	LGR5	LGR5	8549	HOMO_SAPIENS
Affy_microarray	PIGG	PIGG	54872	HOMO_SAPIENS
Affy_microarray	PTHR1	PTHR1		HOMO_SAPIENS
Affy_microarray	RAB5A	RAB5A	5868	HOMO_SAPIENS
Affy_microarray	FLJ13224	FLJ13224		HOMO_SAPIENS
Affy_microarray	USP9Y	USP9Y	8287	HOMO_SAPIENS
Affy_microarray	C7orf53	C7orf53	286006	HOMO_SAPIENS
Affy_microarray	LRP1B	LRP1B	53353	HOMO_SAPIENS
Affy_microarray	XAF1	XAF1	54739	HOMO_SAPIENS
Affy_microarray	ABCG8	ABCG8	64241	HOMO_SAPIENS
Affy_microarray	ANKDD1A	ANKDD1A	348094	HOMO_SAPIENS
Affy_microarray	DAND5	DAND5	199699	HOMO_SAPIENS
Affy_microarray	SPAG6	SPAG6	9576	HOMO_SAPIENS
Affy_microarray	LINCR	LINCR		HOMO_SAPIENS
Affy_microarray	ZDHHC22	ZDHHC22	283576	HOMO_SAPIENS
Affy_microarray	CCDC60	CCDC60	160777	HOMO_SAPIENS
Affy_microarray	THOC7	THOC7	80145	HOMO_SAPIENS
Affy_microarray	TCTA	TCTA	6988	HOMO_SAPIENS
Affy_microarray	OR8K3	OR8K3	219473	HOMO_SAPIENS
Affy_microarray	NY-REN-7	NY-REN-7		HOMO_SAPIENS
Affy_microarray	B2M	B2M	567	HOMO_SAPIENS
Affy_microarray	C6orf141	C6orf141	135398	HOMO_SAPIENS
Affy_microarray	LPPR4	LPPR4	9890	HOMO_SAPIENS
Affy_microarray	SQLE	SQLE	6713	HOMO_SAPIENS
Affy_microarray	SEPHS1	SEPHS1	22929	HOMO_SAPIENS
Affy_microarray	BTBD14B	BTBD14B		HOMO_SAPIENS
Affy_microarray	PLRG1	PLRG1	5356	HOMO_SAPIENS
Affy_microarray	SPG7	SPG7	6687	HOMO_SAPIENS
Affy_microarray	ZNF614	ZNF614	80110	HOMO_SAPIENS
Affy_microarray	PARD6G	PARD6G	84552	HOMO_SAPIENS
Affy_microarray	INPP5B	INPP5B	3633	HOMO_SAPIENS
Affy_microarray	GRPEL2	GRPEL2	134266	HOMO_SAPIENS
Affy_microarray	PPID	PPID	5481	HOMO_SAPIENS
Affy_microarray	TRIM56	TRIM56	81844	HOMO_SAPIENS
Affy_microarray	UBE2J1	UBE2J1	51465	HOMO_SAPIENS
Affy_microarray	IL20RA	IL20RA	53832	HOMO_SAPIENS
Affy_microarray	LOC387856	LOC387856		HOMO_SAPIENS
Affy_microarray	C1orf107	C1orf107		HOMO_SAPIENS
Affy_microarray	UTS2R	UTS2R	2837	HOMO_SAPIENS
Affy_microarray	C19orf22	C19orf22		HOMO_SAPIENS
Affy_microarray	SAFB2	SAFB2	9667	HOMO_SAPIENS
Affy_microarray	KIAA0652	KIAA0652		HOMO_SAPIENS
Affy_microarray	KLRG1	KLRG1	10219	HOMO_SAPIENS
Affy_microarray	MS4A8B	MS4A8B	83661	HOMO_SAPIENS
Affy_microarray	FRAG1	FRAG1		HOMO_SAPIENS
Affy_microarray	KIAA1546	KIAA1546		HOMO_SAPIENS
Affy_microarray	E2F4	E2F4	1874	HOMO_SAPIENS
Affy_microarray	CLEC4M	CLEC4M	10332	HOMO_SAPIENS
Affy_microarray	BTBD14A	BTBD14A		HOMO_SAPIENS
Affy_microarray	KIAA0999	KIAA0999	23387	HOMO_SAPIENS
Affy_microarray	GYPA	GYPA	2993	HOMO_SAPIENS
